ADXL345_X,ADXL345_Y,ADXL345_Z,ITG3200_X,ITG3200_Y,ITG3200_Z,MMA8451Q_X,MMA8451Q_Y,MMA8451Q_Z,ADXL345_Mag,ITG3200_Mag,MMA8451Q_Mag,label
-4,-270,9,329,-715,329,-19,-1042,174,270.17956991600977,853.0574423800545,1056.5987885664076,0
-7,-262,16,340,-731,291,-18,-1020,191,262.58141594560726,857.1125947038697,1037.884868374137,0
-9,-257,20,347,-757,287,-41,-996,183,257.93410011086166,880.8104222816621,1013.5018500229785,0
-10,-258,8,345,-765,315,-42,-1002,149,258.3176339315611,896.3676700997197,1013.8880608824625,0
-4,-255,-3,328,-744,330,-20,-1010,104,255.04901489713697,877.5078347228588,1015.5372962131918,0
6,-256,-15,280,-702,316,14,-1005,63,256.5092590921427,819.1825193447429,1007.0700074969963,0
10,-257,-23,201,-659,277,29,-1010,36,258.2208357201254,742.5705353702098,1011.0573673140411,0
19,-255,-24,103,-618,203,76,-1002,42,256.83068352515824,658.5909200710256,1005.7554374697658,0
23,-257,-16,-2,-591,143,84,-1005,58,258.5227262737263,608.0575630645507,1010.1707776410877,0
31,-263,-4,-94,-554,112,107,-1023,100,264.85090145211893,572.9712034648862,1033.4302105125435,0
39,-271,12,-168,-510,73,134,-1063,170,274.05473905772914,541.8975918012554,1084.8156525419422,0
37,-278,37,-213,-475,24,135,-1090,248,282.8816006742043,521.1237856786043,1125.9791294691033,0
42,-282,49,-220,-444,-18,147,-1097,298,289.29051142407,495.8427169980416,1146.2207466278037,0
43,-282,56,-203,-405,-58,173,-1092,332,290.70431713340616,456.72530037211646,1154.3903152746907,0
50,-278,58,-174,-359,-100,194,-1084,347,288.35394916664484,411.2870044141925,1154.5999307119328,0
58,-274,60,-137,-305,-139,215,-1070,355,286.4262557797382,362.09805301879214,1147.6715558033143,0
58,-267,56,-104,-248,-187,217,-1043,350,278.9067944672557,327.5499961837887,1121.355429825887,0
60,-271,52,-74,-195,-239,217,-1046,322,282.39157211220027,317.2097098135554,1115.745938822992,0
57,-252,53,-63,-144,-346,230,-988,320,263.74609001841145,380.02763057440967,1063.6935648954543,0
50,-244,45,-76,-127,-373,200,-956,298,253.10274593532168,401.2904185250378,1021.1464145753047,0
55,-245,40,-109,-103,-364,217,-960,276,254.2636427018224,393.68261328130814,1022.1863822219508,0
54,-250,33,-169,-68,-382,215,-971,260,257.88563356650945,423.21271247447186,1027.9426054016828,0
55,-256,34,-248,-35,-399,211,-1006,248,264.0397697317584,471.0944703559998,1057.3840361949863,0
54,-270,31,-337,-7,-401,203,-1071,234,277.08662905308154,523.8501694186994,1114.9017893967164,0
60,-293,22,-435,9,-389,220,-1146,191,299.88831254318666,583.63258990567,1182.4538045944967,0
62,-318,4,-531,5,-384,243,-1232,142,324.01234544381174,655.3182432986282,1263.739292734067,0
57,-344,-15,-607,-13,-396,243,-1329,81,349.0128937446294,724.8682638935161,1353.4589022205291,0
64,-370,-24,-658,-18,-424,234,-1430,23,376.26054802490256,782.9840355971506,1449.2015042774417,0
62,-392,-36,-679,16,-466,237,-1510,-6,398.5021957279533,823.6825844947798,1528.4976283920103,0
69,-406,-36,-665,94,-517,249,-1559,-10,413.3920657196991,847.5553079298129,1578.7913098316699,0
69,-409,-25,-618,193,-580,253,-1576,2,415.5321888855303,869.2370217610385,1596.179501183999,0
62,-402,-24,-542,287,-646,226,-1562,9,407.4604275264041,890.7575427690747,1578.2905309226182,0
53,-396,-33,-462,358,-711,216,-1536,-17,400.89150652015564,920.3961103785696,1551.206304783474,0
55,-387,-41,-392,411,-773,211,-1481,-41,393.03307748839666,959.2257294297312,1496.5169561351452,0
52,-372,-47,-341,460,-827,195,-1436,-67,378.5459021043551,1005.8876676846178,1450.7274037530276,0
44,-350,-52,-311,506,-871,162,-1382,-86,356.56696425776744,1054.228627955056,1394.1176420948127,0
38,-341,-48,-300,534,-904,126,-1312,-103,346.4520168796828,1091.9578746453547,1322.0548400123196,0
32,-327,-52,-291,525,-925,108,-1254,-100,332.65146925874234,1102.6926135600982,1262.6084111869366,0
11,-309,-62,-272,489,-949,57,-1192,-118,315.3505985407353,1101.6832575654403,1199.1818043983155,0
6,-301,-67,-235,443,-939,29,-1141,-158,308.42503140957933,1064.5163220918691,1152.252576477918,0
17,-298,-84,-187,401,-922,81,-1131,-231,310.0790221862808,1022.6700347619461,1157.187538819875,0
18,-269,-103,-148,357,-966,82,-1031,-288,288.6069992221256,1040.4369274492328,1073.6056072878905,0
20,-247,-123,-135,296,-931,90,-958,-382,276.65501983517305,986.2058608627308,1035.2719449497315,0
29,-233,-144,-117,273,-878,115,-888,-441,275.43783327640375,926.8775539411881,998.1232388838565,0
33,-218,-147,-108,258,-856,119,-828,-471,264.99433956218763,900.5353963059976,959.9927083056413,0
25,-207,-157,-116,214,-854,100,-779,-492,261.0038313895028,888.0135134106913,926.7712770689433,0
23,-192,-149,-149,133,-850,88,-730,-481,244.1188235265769,873.149471740091,878.6381507765299,0
12,-180,-140,-212,36,-823,52,-688,-444,228.35060761907334,850.628591101898,820.4779095137175,0
14,-179,-127,-281,-51,-774,57,-688,-382,219.92271369733504,825.0078787502578,788.9974651416821,0
11,-180,-110,-346,-123,-734,37,-705,-314,211.23683390924037,820.7319903598251,772.6512796857324,0
6,-189,-98,-399,-178,-685,11,-739,-262,212.9812198293549,812.471537963023,784.1466699540335,0
-3,-206,-88,-434,-211,-632,-14,-811,-225,224.0290159778416,795.1735659590302,841.7493688741323,0
-12,-236,-81,-464,-232,-572,-50,-913,-196,249.80192152983932,772.2072260734161,935.1390270970408,0
-16,-264,-72,-478,-242,-506,-83,-1026,-158,274.10946718418904,736.9423315294081,1041.4072210235533,0
-29,-297,-62,-465,-251,-436,-109,-1147,-126,304.7851702429106,685.0707992609231,1159.0366689626346,0
-33,-334,-44,-419,-255,-364,-125,-1266,-74,338.4981536138713,610.8043876725183,1274.3064780499235,0
-37,-361,-38,-338,-253,-296,-144,-1365,-33,364.87532117149277,515.6248636363456,1372.9712305798691,0
-33,-376,-17,-209,-245,-229,-134,-1427,23,377.828003197222,395.1544002032623,1433.4622422652087,0
-28,-382,-17,-26,-227,-173,-121,-1445,46,383.40187792967316,286.5902999056318,1450.7866831481463,0
-23,-379,-25,187,-192,-127,-108,-1441,25,380.5193818979527,296.58388358101996,1445.2577624769915,0
-15,-360,-41,400,-154,-85,-90,-1394,-35,362.6375601065063,436.96796221233427,1397.3406885938732,0
-8,-343,-63,578,-127,-47,-50,-1332,-109,348.8294712320047,593.6514128678547,1337.3873784360312,0
3,-321,-75,692,-117,-12,-6,-1255,-179,329.65891463753866,701.9237850365238,1267.7152677159015,0
24,-299,-82,742,-105,28,59,-1169,-214,310.96784399677085,749.9153285538308,1189.8899108741111,0
35,-270,-92,757,-82,74,117,-1079,-245,287.3830196793123,765.0156861136901,1112.6342615612734,0
54,-250,-96,710,-55,120,194,-1000,-265,273.1885795563204,722.1668782213707,1052.5497612939732,0
71,-227,-87,603,-29,161,255,-926,-239,253.25678668102856,624.7967669570642,989.7585564166646,0
75,-205,-82,456,-12,192,288,-835,-211,233.1823320922921,494.91817505523073,908.1244408119408,0
84,-200,-80,284,-14,224,317,-808,-181,231.2055362658948,361.9778998778793,886.6307010249533,0
91,-193,-67,106,-36,244,352,-751,-148,223.64927900621544,268.4548379150579,842.5016320458969,0
92,-188,-62,-40,-68,256,351,-738,-126,218.2933805684451,267.8805704040515,826.8742346935234,0
93,-189,-54,-139,-94,270,348,-729,-106,217.45344329304146,317.8946366329574,814.7275618266514,0
92,-193,-57,-191,-114,292,350,-747,-102,221.27358631341428,367.07083785013486,831.2117660379935,0
95,-201,-52,-217,-120,317,355,-779,-92,228.31995094603536,402.4649053023133,861.0052264649734,0
93,-207,-55,-210,-112,334,341,-796,-84,233.50160599019443,410.1219330881976,870.0304592369166,0
85,-215,-55,-173,-82,347,313,-809,-87,237.6446927663229,396.3104843427688,871.7906858873866,0
81,-219,-51,-127,-37,363,311,-832,-100,239.00418406379416,386.3508767946567,893.8372335050717,0
74,-226,-53,-94,11,371,278,-861,-93,243.64112953276177,382.88118261413683,909.5350460537516,0
67,-231,-49,-77,57,374,239,-883,-83,245.46079116632865,386.07512222364187,918.5308922404298,0
50,-234,-51,-65,99,377,199,-901,-70,244.6569026207926,395.16452269909047,925.3658735873071,0
40,-239,-45,-52,133,377,159,-918,-61,246.46703633549052,403.1401741330179,933.6626799867284,0
31,-238,-45,-34,159,379,121,-924,-46,244.19254697881343,412.4051406081161,933.0235795519853,0
28,-243,-43,-11,175,381,99,-933,-38,248.35861168882386,419.41268459597165,939.006922232206,0
22,-242,-40,16,192,378,75,-937,-40,246.2681465394987,424.2687827309476,940.8474902979759,0
17,-242,-40,46,209,368,51,-925,-40,245.87191787595427,425.70059901296827,927.2680302911343,0
10,-236,-43,77,229,364,40,-903,-44,240.0937316966022,436.88213513486676,904.9558000256145,0
9,-228,-42,95,250,361,26,-893,-53,232.01077561182368,449.2727456679294,894.9491605672358,0
8,-223,-35,98,273,360,26,-873,-40,225.87164496678196,462.3126647627123,874.3025792024177,0
7,-221,-42,90,294,357,14,-857,-30,225.06443521800597,471.1528414431988,857.6392015294077,0
3,-212,-29,73,315,357,20,-829,-1,213.99532705178402,481.66689734711895,829.241822389585,0
-1,-210,-29,57,332,356,-3,-807,14,211.99528296639056,490.11121186930626,807.1270036369741,0
0,-206,-26,38,349,364,1,-805,29,207.63429389192913,505.7084140094962,805.5228115950534,0
4,-206,-20,15,363,375,7,-803,48,207.00724624998034,522.1292943323522,804.4637965750852,0
6,-208,-19,-5,372,383,14,-806,60,208.95214763193988,533.9456901221322,808.351408732613,0
4,-208,-14,-30,386,389,21,-819,65,208.50899261182957,548.8323970029467,821.8436590982496,0
10,-217,-14,-55,399,391,39,-828,71,217.68095920406083,561.3439230988432,831.9531236794535,0
11,-218,-12,-84,414,391,44,-845,72,218.6069532288486,575.6153229371157,849.202567118117,0
15,-225,-11,-112,435,387,45,-871,78,225.76757960344972,592.9064007075654,875.6426211645936,0
8,-229,-12,-134,457,374,41,-890,78,229.45369903316006,605.541906064312,894.3517205216301,0
19,-228,-12,-146,480,356,42,-909,81,229.1047795223836,615.1845251629791,913.5677314791717,0
15,-239,-13,-153,503,333,56,-930,81,239.82285128819564,622.339939261494,935.1989093235727,0
18,-241,-5,-155,525,306,57,-935,83,241.7229819442082,627.1251868646323,940.40576348723,0
18,-241,-8,-153,549,279,66,-936,83,241.80363934399332,634.5478705346036,941.9877918529518,0
16,-241,-6,-149,569,252,68,-933,91,241.60504961610386,639.8953039365111,939.8904191447001,0
19,-237,-6,-142,587,224,68,-927,94,237.83607800331723,644.1343027661235,934.2317699586115,0
23,-244,-11,-137,596,195,76,-930,91,245.32835139869178,641.8800510998921,937.5270662759556,0
21,-228,1,-136,602,160,71,-891,120,228.9672465659663,637.5735251718032,901.8436671618867,0
9,-226,3,-116,604,134,36,-870,136,226.1990274072813,629.4664407257944,881.3013105629652,0
7,-221,7,-92,604,119,29,-847,152,221.22160834782844,622.4475881550189,861.0191635498016,0
2,-220,11,-64,592,108,16,-841,172,220.28390771910688,605.1644404622598,858.5575111779059,0
-3,-219,17,-41,577,97,8,-854,189,219.6793117250689,586.5313290865204,874.7005201781922,0
0,-221,19,-13,568,84,9,-856,200,221.81523843054606,574.3248209854768,879.1001080650599,0
2,-224,22,11,565,70,-1,-872,213,225.0866499817348,569.4260268024285,897.6380116728569,0
-1,-229,30,37,569,53,-1,-885,222,230.95887079737813,572.6595847447243,912.4198594945202,0
-3,-233,27,70,574,35,-13,-901,221,234.57834512162455,579.3107974136163,927.7990084064544,0
-5,-236,24,106,578,17,-16,-921,214,237.26988852359668,587.8851928735746,945.6706614884487,0
-6,-242,20,137,580,3,-21,-934,210,242.8991560298224,595.9681199527371,957.5473878613005,0
-10,-248,22,167,582,-6,-36,-951,191,249.17463755366435,605.5154828738898,970.6585393432646,0
-5,-251,17,193,589,-5,-24,-962,188,251.62472056616377,619.8346553718984,980.4917133765078,0
-5,-252,16,212,597,-3,-25,-963,176,252.55692427648862,633.5313725459853,979.2701363770877,0
-9,-247,8,223,606,22,-35,-961,170,247.29334807066687,646.1029329758533,976.5480018923801,0
1,-259,9,230,617,66,-4,-999,148,259.15825281090315,661.774130651841,1009.9113822509379,0
3,-254,10,227,644,45,12,-991,148,254.21447637772323,684.3171779226356,1002.0623733081688,0
6,-257,2,215,648,32,25,-993,144,257.07780923292466,683.485917923698,1003.6981617996518,0
14,-256,3,198,643,34,52,-998,129,256.40007800310826,673.6534717493854,1007.6452748859591,0
19,-256,2,173,641,51,71,-999,131,256.71190077594764,665.8911322431018,1010.050988811951,0
30,-261,2,140,633,66,109,-1021,132,262.726093108393,651.6479110685463,1035.2516602256671,0
34,-270,5,102,623,51,132,-1045,139,272.17825041689133,633.3514032509914,1062.435880418202,0
30,-275,0,56,598,20,118,-1077,121,276.63152387246106,600.9492491051137,1090.1807189636038,0
17,-282,-13,-3,550,-1,78,-1103,91,282.8108908794002,550.0090908339607,1109.4926768573102,0
4,-294,-22,-69,486,-7,32,-1140,62,294.84911395491764,490.9236193136362,1142.1330920693963,0
-4,-300,-19,-145,416,-10,-14,-1158,31,300.6276767032603,440.65973267363563,1158.4994605091536,0
-8,-302,-22,-217,351,-11,-41,-1171,34,302.90592599023216,412.80867238952237,1172.2107319078766,0
-17,-304,-11,-277,301,0,-62,-1179,60,304.6735958365936,409.05989781448875,1182.1526974126482,0
-23,-309,4,-312,273,17,-83,-1185,121,309.8806221757017,414.92408944287627,1194.0498314559572,0
-28,-312,23,-302,261,39,-106,-1184,206,314.0971187387748,401.05610580067224,1206.452651370952,0
-33,-309,43,-241,259,66,-129,-1175,299,313.71802625925085,359.88609309057773,1219.2895472364223,0
-37,-300,67,-143,259,93,-147,-1154,362,309.60943138089317,310.12739317899667,1218.3468307505873,0
-36,-292,74,-35,250,116,-147,-1123,397,303.37435620038815,277.8146864368405,1200.144574624241,0
-32,-277,74,55,234,143,-140,-1084,398,288.4943673626922,279.69626382917596,1163.2110728496355,0
-31,-267,70,112,219,168,-115,-1042,381,277.758888246623,297.87413449307746,1115.414721079115,0
-23,-257,61,129,205,191,-95,-1009,349,265.1395858788348,308.45907346032146,1071.870794452391,0
-27,-248,50,109,186,223,-93,-992,314,254.42680676375278,310.17092062280756,1044.6573600946867,0
-17,-262,40,49,170,287,-72,-1026,260,265.58049627184596,337.1498183300712,1060.8769956974277,0
-18,-273,20,-45,170,297,-80,-1086,209,274.32280255202994,345.1579348646066,1108.8178389618379,0
-29,-295,14,-170,152,305,-125,-1175,143,296.7524220625672,380.82673225497183,1190.251654063123,0
-43,-319,-13,-296,121,334,-163,-1274,70,322.14748175331124,462.3991781999618,1286.2911800988143,0
-53,-344,-34,-407,81,375,-195,-1361,-28,349.7155987370309,559.3165472252721,1375.1836241026142,0
-55,-367,-56,-500,22,427,-193,-1443,-129,375.2998800959041,657.8852483526288,1461.553625427408,0
-37,-390,-83,-573,-62,488,-132,-1527,-208,400.44724995934234,755.1933527249826,1546.743999503473,0
-15,-407,-86,-627,-163,561,-31,-1602,-240,416.2571320710313,856.9824969041083,1620.1743733314634,0
14,-422,-86,-642,-243,648,72,-1618,-211,430.90138082860676,943.9899363870359,1633.2877884806462,0
32,-415,-58,-602,-273,729,109,-1591,-117,420.25349492895356,984.0599575229144,1599.0156346952958,0
27,-397,-24,-506,-267,793,109,-1522,13,398.64018864133607,977.8415004488202,1525.9534724230618,0
26,-370,-5,-371,-282,839,105,-1431,76,370.94608772704424,959.7322543293,1436.8583785467515,0
36,-346,-9,-253,-313,867,121,-1346,93,347.98419504339563,955.8592992695106,1354.623933053008,0
42,-324,-13,-182,-326,877,138,-1260,65,326.96941753014147,953.1678760847955,1269.200141821612,0
50,-306,-25,-162,-306,873,182,-1196,43,311.0643020341614,939.1533421119258,1210.5325274440172,0
51,-294,-34,-158,-258,836,193,-1141,-2,300.32149440224885,889.0579283713745,1157.2095747961991,0
47,-287,-47,-156,-192,779,176,-1100,-56,294.59633398940997,817.3377514834366,1115.3976869260578,0
31,-280,-65,-141,-118,714,118,-1078,-121,289.1124348761222,737.2930218034076,1091.1686395786858,0
6,-271,-92,-110,-60,651,49,-1045,-203,286.25338425947035,662.9487159652698,1065.6617662279152,0
-4,-256,-114,-75,-31,603,-28,-1002,-306,280.26416110519733,608.4365209288476,1048.0572503446556,0
-11,-252,-146,-36,-24,590,-50,-973,-423,291.44639301250584,591.5843135175239,1062.1478239868497,0
-11,-233,-159,-16,-14,561,-41,-911,-500,282.29594400203484,561.4027075103932,1040.000961538017,0
-11,-219,-176,-19,8,514,-54,-861,-574,281.1725448901439,514.4132579939984,1036.2012352820277,0
-15,-203,-177,-58,64,489,-61,-807,-580,269.7461769886647,496.5692298159442,995.6756499985324,0
-14,-191,-159,-122,151,474,-71,-752,-540,248.91363964234665,512.2118702255933,928.5176358045118,0
-14,-186,-143,-210,242,466,-62,-727,-472,235.03404008781365,565.5263035438759,868.9976985009799,0
-16,-188,-122,-313,313,451,-62,-718,-379,224.68644818947138,631.9327495865363,814.2536459850825,0
-13,-193,-99,-406,351,432,-57,-746,-284,217.29933271871775,688.9564572598184,800.263081742498,0
-4,-211,-81,-473,352,408,-32,-798,-213,226.0486673263083,717.0055787788544,826.5573180366864,0
1,-228,-69,-513,333,374,-3,-861,-163,238.21418933388497,716.8919025906207,876.2984651361658,0
9,-248,-58,-525,312,332,30,-935,-117,254.85093682386182,695.1208528018707,942.7693249146367,0
16,-269,-48,-512,303,283,48,-1017,-68,273.71700714424014,658.8186396877368,1020.4004116032098,0
13,-293,-42,-473,305,232,46,-1106,-47,296.28027271487383,608.7511806970069,1107.9535188806433,0
3,-313,-33,-408,313,176,22,-1194,-7,314.7491064324091,543.5154091651864,1194.2231784720977,0
-1,-327,-30,-317,306,131,-9,-1250,-2,328.3747858773569,459.658568940034,1250.0339995376125,0
-4,-337,-35,-204,282,99,-5,-1299,1,338.8362436340009,361.8577068406862,1299.0100076596793,0
3,-346,-32,-75,236,71,16,-1328,-7,347.48956818874433,257.6082296822056,1328.114829372822,0
8,-348,-35,66,178,40,39,-1331,-13,349.84710946354835,194.0103090044444,1331.6347096707866,0
10,-342,-41,214,116,9,45,-1303,-32,344.5939639633869,243.58366119261777,1304.1694675156293,0
4,-330,-46,360,64,-23,24,-1260,-63,333.214645536477,366.3673020344474,1261.8022824515733,0
0,-317,-54,487,27,-47,1,-1208,-89,321.56647835245514,490.00714280508197,1211.2745353552184,0
-12,-299,-58,579,3,-69,-26,-1158,-110,304.809776746088,583.1046218304225,1163.5033304636477,0
-16,-279,-69,614,-17,-92,-57,-1115,-143,287.8506557227202,621.0869504344782,1125.5767410532255,0
-16,-264,-68,586,-39,-122,-76,-1042,-145,273.08606701917256,599.8341437430851,1054.7819679914896,0
-19,-249,-71,497,-63,-153,-85,-992,-153,259.62087743477025,523.8196254437208,1007.3221927466901,0
-25,-238,-68,364,-84,-195,-97,-945,-154,248.78303800701525,421.39886093818524,962.3668739103607,0
-24,-219,-61,215,-91,-234,-103,-861,-120,228.60008748904713,330.54802979294857,875.4027644461719,0
-20,-208,-64,97,-85,-273,-93,-823,-116,218.54061407436376,301.93211157477106,836.3217084352169,0
-23,-204,-61,-5,-73,-318,-91,-805,-127,214.1634889517819,326.3096688729894,820.0213411857035,0
-23,-210,-69,-107,-58,-362,-96,-836,-153,222.2386105068154,381.91229359631774,855.2900092950929,0
-21,-207,-51,-208,-43,-392,-83,-788,-77,214.22184762530642,445.84414317113107,796.0917032603719,0
-27,-210,-55,-218,-30,-420,-120,-805,-103,218.75557135762278,474.15609244214085,820.386494281811,0
-24,-210,-52,-182,-16,-431,-99,-805,-89,217.66947420343533,468.12498331108117,815.933208050757,0
-30,-216,-60,-120,-4,-440,-103,-826,-117,226.17692189964916,456.0877108627243,840.5795619690024,0
-28,-220,-65,-83,-3,-440,-101,-860,-131,231.10387274989574,447.77003026107053,875.7636667503397,0
-20,-229,-64,-69,-7,-433,-86,-879,-136,238.6147522681697,438.5190987859024,893.6067367695927,0
-16,-234,-60,-67,-19,-418,-73,-891,-129,242.099153240981,423.7617255014898,903.2447065994907,0
-14,-235,-59,-62,-35,-395,-68,-891,-117,242.69734238347152,401.36517038726714,901.2180646214322,0
-13,-237,-55,-45,-56,-367,-40,-910,-102,243.64523389551456,373.9652390263031,916.5718738866036,0
-8,-236,-51,-16,-74,-347,-32,-921,-71,241.58021442162848,355.1633427030442,924.2867520418109,0
-7,-235,-43,25,-91,-324,-19,-901,-63,239.00418406379416,337.4640721617636,903.399690059721,0
-4,-230,-42,67,-114,-304,-4,-899,-56,233.83755044902432,331.5131973240281,900.7513530381178,0
4,-231,-42,98,-138,-288,8,-885,-48,234.82120858218917,334.0538878684096,886.336843417896,0
7,-223,-45,119,-164,-276,34,-877,-46,227.602724061027,342.39304899486496,878.8634706255574,0
10,-221,-46,124,-188,-266,43,-859,-53,225.95796069180656,348.53407293979166,861.7070267788234,0
11,-223,-44,107,-203,-261,51,-861,-43,227.56537522215456,347.53273227136464,863.5803378956703,0
4,-221,-42,84,-227,-262,23,-841,-40,224.9911109355212,356.69174366671285,842.2648039660686,0
9,-220,-36,59,-257,-259,30,-844,-43,223.10759736055607,369.60925313092474,845.6269863243485,0
8,-218,-37,30,-282,-260,31,-848,-29,221.26228779437312,384.7388724836626,849.0618352040092,0
5,-219,-38,3,-303,-261,27,-846,-28,222.3285856564558,399.92374273103616,846.8937359551079,0
9,-218,-36,-21,-319,-261,33,-846,-6,221.13570494155846,412.70207171760114,846.6646325434882,0
14,-224,-36,-37,-327,-260,43,-858,3,227.30596120647607,419.40195516950087,859.0820682565782,0
13,-224,-30,-48,-330,-251,45,-860,19,226.37358503146962,417.3787249010184,861.3860922954352,0
8,-225,-26,-51,-317,-243,29,-861,37,226.63847863944022,402.66487306443804,862.2824363281442,0
8,-232,-24,-47,-299,-229,21,-887,46,233.37523433303716,379.54051167167916,888.4402062041091,0
5,-240,-20,-42,-292,-213,14,-914,66,240.8837894089181,363.8639855770285,916.4867702263901,0
2,-239,-12,-30,-306,-205,20,-937,75,239.30942313247925,369.5416079415145,940.2095511108149,0
7,-245,-13,-17,-332,-201,29,-947,74,245.44449474372,388.4765115164622,950.3294165709067,0
8,-243,-10,-2,-354,-194,38,-953,82,243.33721458091856,403.6780895713811,957.2758223208189,0
12,-245,-10,17,-373,-185,42,-950,78,245.49745416195256,416.70493157628937,954.1215855434777,0
9,-244,-8,38,-390,-172,45,-954,79,244.29695045169925,427.93457443866345,958.3224926923086,0
11,-242,-11,54,-403,-157,45,-937,93,242.49948453553463,435.86006928829806,942.6786302871196,0
11,-237,-5,77,-412,-143,41,-898,95,237.30781698039362,442.85663594441036,903.9413697801423,0
10,-228,-4,101,-421,-128,36,-894,98,228.25424421026653,451.47092929667133,900.075552384354,0
10,-227,-3,119,-424,-108,35,-875,113,227.2399612744202,453.432464651573,882.9603615112062,0
7,-221,2,135,-428,-85,29,-854,120,221.11987698983555,456.7647096700882,862.8771639115268,0
6,-217,4,146,-436,-60,26,-844,137,217.11978260858683,463.6938645270174,855.441991019847,0
2,-214,14,155,-445,-32,27,-828,147,214.46678064446252,472.30710348246936,841.3810076297183,0
3,-210,15,158,-456,-2,12,-824,158,210.55640574439906,482.6012847061226,839.0971338289745,0
0,-214,12,155,-467,36,3,-827,168,214.3361845326169,493.3659899101275,843.8969131357218,0
1,-212,17,143,-483,77,2,-825,186,212.6828624971932,509.5753133737937,845.7097610882826,0
-4,-209,18,142,-503,116,-5,-819,196,209.8118204487059,535.3774369545283,842.1413183070879,0
-8,-215,21,146,-523,150,-23,-830,196,216.1712284278368,563.3338264297645,853.1383240717768,0
-9,-219,20,146,-544,189,-35,-843,202,220.0954338463204,594.1153086733248,867.5701700727152,0
-12,-226,19,139,-568,225,-42,-859,209,227.11450856341168,626.5540678983738,885.0570603074132,0
-14,-229,23,129,-593,258,-51,-884,217,230.57753576617128,659.4346063105878,911.672090172777,0
-14,-237,27,121,-616,287,-50,-915,224,238.94350796788768,690.2651664396807,943.3456418513841,0
-17,-239,29,119,-641,306,-55,-936,230,241.35243939102833,720.1930296802378,965.4123471346325,0
-14,-252,31,123,-663,317,-55,-966,236,254.2852728728111,745.1087168997556,995.930218439023,0
-14,-250,32,136,-681,285,-46,-972,246,252.42820761555154,750.654381190172,1003.701150741594,0
-14,-252,32,149,-710,278,-60,-979,251,254.40911933340755,776.9073303811723,1012.443578674881,0
-14,-257,33,155,-738,292,-50,-1001,251,259.4879573313567,808.6612393332575,1033.1998838559748,0
-11,-259,23,154,-753,291,-37,-1016,220,260.25180114650504,821.8308828463432,1040.2043068551486,0
-8,-267,10,144,-747,275,-31,-1042,151,267.30693967796645,808.9313938771322,1053.3404008201717,0
0,-271,-5,119,-714,247,-7,-1063,101,271.0461215365385,764.8307002206436,1067.8103764245784,0
12,-268,-16,72,-669,185,29,-1044,55,268.7452325158532,697.8323580918271,1045.8498936271878,0
10,-259,-26,6,-634,126,41,-1024,18,260.493761921471,646.4271033921767,1024.9785363606402,0
13,-263,-30,-72,-608,91,45,-1038,4,265.0245271668266,618.9741513181306,1038.982675505227,0
21,-271,-31,-149,-583,55,54,-1054,22,273.57448711456993,604.2474658614631,1055.611671023014,0
17,-274,-12,-218,-568,13,68,-1083,65,274.7890099694673,608.5367696368068,1087.0777341110431,0
22,-285,-4,-269,-555,-25,77,-1104,123,285.8758471784561,617.260884877699,1113.4962954585883,0
26,-290,12,-295,-530,-54,100,-1128,187,291.4103635768639,608.9671583919777,1147.759992332892,0
34,-293,28,-289,-488,-81,122,-1136,240,296.29208561822907,572.9101151140552,1167.4673442970472,0
45,-297,43,-258,-429,-107,157,-1143,275,303.4518083650186,511.9121018299919,1186.0535401068537,0
49,-294,50,-205,-357,-133,174,-1133,305,302.2201184567301,432.6233928025622,1186.1660929229092,0
58,-294,54,-144,-283,-173,216,-1142,309,304.493021266498,361.5992256628877,1202.622550927763,0
53,-283,51,-83,-218,-251,205,-1102,325,292.40212037534883,342.6572631653968,1167.0706919462934,0
56,-279,56,-30,-179,-279,208,-1086,327,290.0224129270012,332.83930056410105,1153.0780545999478,0
59,-284,49,8,-149,-295,222,-1091,312,294.17341824168955,330.59038098529123,1156.2478108087384,0
58,-282,43,20,-124,-334,221,-1099,277,291.0962040288399,356.83609682878216,1154.7168484091674,0
58,-289,32,1,-106,-359,220,-1121,249,296.49451934226374,374.3233895978182,1169.205713294286,0
55,-300,16,-36,-82,-375,223,-1162,195,305.41938379873665,385.54506870144246,1199.165543200771,0
53,-313,-1,-102,-59,-390,214,-1217,121,317.45708371368875,407.4125673073917,1241.5820552826945,0
50,-334,-24,-188,-48,-402,209,-1300,41,338.57347799259173,446.3765226801248,1317.331393385886,0
48,-360,-46,-279,-39,-423,187,-1387,-37,366.0874212534487,508.22337608575225,1400.0382137641816,0
49,-386,-49,-364,-12,-454,181,-1493,-80,392.1708811219925,582.027490759672,1506.057767816361,0
56,-406,-50,-419,47,-504,202,-1562,-84,412.88254988555764,657.1042535245073,1577.2457005806039,0
65,-410,-40,-426,147,-568,230,-1593,-53,417.0431632337353,725.0579287201816,1610.39063583964,0
64,-408,-38,-385,262,-640,248,-1570,-42,414.73364946673905,791.4979469335344,1590.021383504008,0
61,-395,-42,-321,361,-712,244,-1533,-39,401.88306757065544,860.410367208578,1552.7865275046663,0
67,-381,-43,-259,427,-776,253,-1478,-53,389.22872453096267,922.8141741434188,1500.4339372328259,0
67,-366,-51,-203,478,-829,257,-1428,-67,375.56091383422745,978.2300342966372,1452.488209934938,0
62,-348,-50,-168,540,-870,240,-1375,-75,356.9985994370286,1037.6531212307898,1397.8018457564006,0
